brand,model,product_base,region,android_version,fingerprint,http_status,has_update,update_title,update_url,update_size,update_size_value,update_description,update_urgency,update_target_sdk_level,update_experiment_id,settings_count,unexpected_update_fields,error,probed_at
Infinix,Infinix GT 30 Pro,X6873,EU,16,Infinix/X6873-EU/Infinix-X6873:16/BP2A.250605.031.A3/131015:user/release-keys,200,False,,,,,,,,,547,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy",,2026-09-23T07:09:07.668771+00:00
Infinix,Infinix GT 30,X6876,OP,16,Infinix/X6876-OP/Infinix-X6876:16/BP2A.250605.031.A3/301500015:user/release-keys,200,True,Tcard_X6876-16.2.0.135SP13-OP007PF001AZ_a15,https://android.googleapis.com/packages/ota-api/package/d75a52cb64bfe095dd6ce3160f9523c5f93a4dae.zip,9221.2 MB,9669145511,"<small><font color=""""#949494"""">It is recommended to perform OTA upgrade when the battery is over 50%. </font></small><br>
<br>
Update Version:<br>
<small><font color=""""#949494"""">X6876-16.2.0.135SP13(OP007PF001AZ)</font></small><br>
<br>
Update Content:<br>
Android Version<br>
<small><font color=""""#949494"""">Upgraded from Android 15 to Android 16 for enhanced security, more features, and a better user experience.</font></small><br>
<br>
OS Version<br>
<small><font color=""""#949494"""">Upgraded from X",3,36,KEEP,556,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:09:10.900633+00:00
Infinix,Infinix GT 30,X6876,IN,16,Infinix/X6876-IN/Infinix-X6876:16/BP2A.250605.031.A3/201500013:user/release-keys,200,True,X6876-16.2.0.150SP12-IN004PF001AZ-16.3.0.150SP06-IN005PF001AZ_20260909100146,https://android.googleapis.com/packages/ota-api/package/1ebbca3fcdc0e89bf3d4f0f0bf484f4c9c4f6740.zip,1330.1 MB,1394759238,"<small><font color=""#949494"">It is recommended to perform OTA upgrade when the battery is over 50%. </font></small><br>
<br>
Update Version:<br>
<small><font color=""#949494"">X6876-16.3.0.150SP06(IN005PF001AZ)</font></small><br>
<br>
Update Content:<br>
OS Version<br>
<small><font color=""#949494"">Upgraded from XOS 16.2 to XOS 16.3 for a smarter user interface and a refreshed look for your device.</font></small><br>
<br>
Security<br>
<small><font color=""#949494"">Updated Google Security Patch to Au",3,36,46471706,565,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:09:18.047709+00:00
Infinix,Infinix GT 30,X6876,RU,16,Infinix/X6876-RU/Infinix-X6876:16/BP2A.250605.031.A3/201500013:user/release-keys,200,True,X6876-16.2.0.150SP12-RU004PF001AZ-16.3.0.150SP06-RU005PF001AZ_20260909100506,https://android.googleapis.com/packages/ota-api/package/e7ae9bdd66633214964598773ace67499702602c.zip,1386.9 MB,1454238223,"<small><font color=""#949494"">Рекомендуется выполнять обновление OTA, когда заряд аккумулятора превышает 50%.</font></small><br>
<br>
Версия обновления:<br>
<small><font color=""#949494"">X6876-16.3.0.150SP06(RU005PF001AZ)</font></small><br>
<br>
Список исправлений:<br>
Версия ОС<br>
<small><font color=""#949494"">Обновление с XOS 16.2 до XOS 16.3 для более интеллектуального пользовательского интерфейса, который придаст вашему устройству новый вид.</font></small><br>
<br>
Искусственный интеллект<br>
",3,36,44309189,556,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:09:24.928953+00:00
Infinix,Infinix NOTE 60 Ultra,X6877,OP,16,Infinix/X6877-OP/Infinix-X6877:16/BP2A.250605.031.A3/301500037:user/release-keys,200,False,,,,,,,,KEEP,544,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy",,2026-09-23T07:09:27.894662+00:00
Infinix,Infinix NOTE 60 Pro 5G (SD7sG4),X6878,OP,16,Infinix/X6878-OP/Infinix-X6878:16/BP2A.250605.031.A3/301400016:user/release-keys,200,True,X6878-16.3.0.140SP23-OP008PF001AZ-16.3.0.150SP09-OP005PF001AZ_20260903215510,https://android.googleapis.com/packages/ota-api/package/0a21f8be4b6e6ee02196be3e967b56a6826b2b53.zip,478.8 MB,502024850,"<small><font color=""#949494"">Please plug in charger to OTA upgrade when power is lower than 30%.</font></small><br>
<br>


Update Version:<br>
<small><font color=""#949494"">16.3.0.150SP09(OP005PF001AZ)</font></small><br>
<br>

Camera<br>
<small><font color=""#949494"">1. Fixed the occasional black screen issue that could occur when swiping after taking a photo and tapping the thumbnail, making browsing more stable.</font></small><br>
<small><font color=""#949494"">2. Optimized camera response speed a",3,36,44314878,560,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:09:31.526356+00:00
Infinix,Infinix NOTE 60 5G,X6879,OP,16,Infinix/X6879-OP/Infinix-X6879:16/BP2A.250605.031.A3/301400020:user/release-keys,200,True,X6879-16.3.0.140SP22-OP007PF001AZ-16.3.0.150SP09-OP006PF001AZ_20260904095956,https://android.googleapis.com/packages/ota-api/package/e61b66305fad457c0d2ada046b93bd05f0a77f28.zip,470.7 MB,493616569,"<small><font color=""#949494"">If the battery level is below 30%, please charge your device to at least 30% before installing the OTA update.</font></small><br>
<br> 

Update Version:<br> 
<small><font color=""#949494"">16.3.0.150SP09(OP006PF001AZ)</font></small><br> 
<br> 


Calls<br> 
<small><font color=""#949494"">· Optimized audio stability during calls in weak network conditions to make call audio clearer and more stable.</font></small><br>
<small><font color=""#949494"">· Fixed the issue where swi",3,36,44318276,563,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:09:34.570588+00:00
Infinix,Infinix HOT 50 Pro+,X6880,OP,15,Infinix/X6880-OP/Infinix-X6880:15/AP3A.240905.015.A2/185001:user/release-keys,200,True,Tcard_X6880-15.1.1.108-OP001PF001AZ,https://android.googleapis.com/packages/ota-api/package/3df8f9c277a550705bba02bd36db22630abafdda.zip,7750.0 MB,8126447210,"<small><font color=""#949494"">It is recommended to perform OTA upgrade when the battery is over 50%.</font></small><br>
<br>
Update Version:<br>
<small><font color=""#949494"">X6880-15.1.1.108(OP001PF001AZ)</font></small><br>
<br>
Android Version:<br>
<small><font color=""#949494"">1. Upgraded from Android 14 to Android 15 for enhanced security, more features, and a better user experience.</font></small><br>
<br>
OS Version:<br>
<small><font color=""#949494"">1. Upgraded from XOS14.5.0 to XOS15.1.1 for",3,35,KEEP,562,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:09:43.013437+00:00
Infinix,Infinix HOT 50 Pro,X6881,OP,14,Infinix/X6881-OP/Infinix-X6881:14/UP1A.231005.007/260709V948:user/release-keys,200,False,,,,,,,,KEEP,542,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy",,2026-09-23T07:09:46.416562+00:00
Infinix,Infinix HOT 50 4G,X6882,OP,14,Infinix/X6882-OP/Infinix-X6882:14/UP1A.231005.007/260710V1603:user/release-keys,200,False,,,,,,,,KEEP,547,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy",,2026-09-23T07:09:49.667957+00:00
Infinix,Infinix HOT 60 Pro,X6885,OP,16,Infinix/X6885-OP/Infinix-X6885:16/BP2A.250605.031.A3/301450011:user/release-keys,200,False,,,,,,,,KEEP,541,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy",,2026-09-23T07:09:53.137610+00:00
Infinix,Infinix HOT 60 Pro+,X6886,OP,16,Infinix/X6886-OP/Infinix-X6886:16/BP2A.250605.031.A3/301450010:user/release-keys,200,False,,,,,,,,KEEP,551,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy",,2026-09-23T07:10:00.046477+00:00
Infinix,Infinix NOTE Edge,X6887,OP,16,Infinix/X6887-OP/Infinix-X6887:16/BP2A.250605.031.A3/301400022:user/release-keys,200,True,X6887-16.3.0.140SP26-OP007PF001AZ-16.3.0.150SP09-OP006PF001AZ_20260904104901,https://android.googleapis.com/packages/ota-api/package/a2953f3ddd97639b2c3c629ba05fd5034b41a647.zip,452.9 MB,474924843,"<small><font color=""#949494"">If the battery level is below 30%, please charge your device to at least 30% before installing the OTA update.</font></small><br>
<br> 

Update Version:<br> 
<small><font color=""#949494"">16.3.0.150SP09(OP006PF001AZ)</font></small><br> 
<br> 


Calls<br> 
<small><font color=""#949494"">· Optimized audio stability during calls in weak network conditions to make call audio clearer and more stable.</font></small><br>
<small><font color=""#949494"">· Fixed the issue where swi",3,36,44314755,558,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:10:03.187774+00:00
Infinix,Infinix GT 50 Pro,X6891,OP,16,Infinix/X6891-OP/Infinix-X6891:16/BP2A.250605.031.A3/301400029:user/release-keys,200,True,X6891-16.3.0.140SP22-OP008PF001AZ-16.3.0.150SP09-OP005PF001AZ_20260904140149,https://android.googleapis.com/packages/ota-api/package/f13cdc7f5bbbb53250e3d425d513beccc6a8b743.zip,489.3 MB,513056700,"<small><font color=""#949494"">Please plug in charger to OTA upgrade when power is lower than 30%.</font></small><br>
<br>


Update Version:<br>
<small><font color=""#949494"">16.3.0.150SP09(OP005PF001AZ)</font></small><br>
<br>

Camera<br>
<small><font color=""#949494"">1. Fixed the occasional black screen issue that could occur when swiping after taking a photo and tapping the thumbnail, making browsing more stable.</font></small><br>
<small><font color=""#949494"">2. Optimized camera response speed a",3,36,50839327,560,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:10:12.937955+00:00
Infinix,Infinix HOT 70,X6895B,OP,16,Infinix/X6895B-OP/Infinix-X6895B:16/BP2A.250605.031.A3/301400029:user/release-keys,200,True,X6895B-16.3.0.140SP26-OP010PF001AZ-16.3.0.150SP16-OP008PF001AZ_20260914120227,https://android.googleapis.com/packages/ota-api/package/507d1ab70e4d2e63796033188c84ec78e44e652f.zip,515.3 MB,540284360,"<br><small><font color=""#949494"">Please plug in charger to OTA upgrade when power is lower than 50%.</font></small><br><br>Update Version:<br><small><font color=""#949494"">X6895B-16.3.0.150SP16(OP008PF001AZ)</font></small><br><br>Fixed Issues:<br><small><font color=""#949494"">1. Improved the in-game audio experience.</font></small><br><br>Reminding:<br>
<small><font color=""#949494"">1. Optimized system stability and performance while fixing other issues.</font></small><br>
<small><font color=""#9494",3,36,47607363,557,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:10:20.866843+00:00
Infinix,Infinix HOT 70 Pro 5G,X6896,OP,16,Infinix/X6896-OP/Infinix-X6896:16/BP2A.250605.031.A3/301300012:user/release-keys,200,False,,,,,,,,KEEP,539,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy",,2026-09-23T07:10:30.248609+00:00
Infinix,Infinix ZERO Flip,X6962,OP,15,Infinix/X6962-OP/Infinix-X6962:15/AP3A.240905.015.A2/135003:user/release-keys,200,True,Tcard_X6962-15.1.3.124SP03-OP001PF001AZ,https://android.googleapis.com/packages/ota-api/package/0bc279103a581eaaff1f72de0c45e26f74907e31.zip,8357.2 MB,8763189408,"<small><font color=""#949494"">It is recommended to perform OTA upgrade when the battery is over 50%.</font></small><br>
<br>
Update Version:<br>
<small><font color=""#949494"">X6962-15.1.3.124SP03(OP001PF001AZ)</font></small><br>
<br>
Android Version:<br>
<small><font color=""#949494"">1. Upgraded from Android 14 to Android 15 for enhanced security, more features, and a better user experience.</font></small><br>
<br>
OS Version:<br>
<small><font color=""#949494"">1. Upgraded from XOS14.5.0 to XOS15.1.3",3,35,KEEP,558,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:10:32.973297+00:00
Infinix,Infinix ZERO Flip,X6962,IN,15,Infinix/X6962-IN/Infinix-X6962:15/AP3A.240905.015.A2/135003:user/release-keys,200,True,Tcard_X6962-15.1.3.124SP03-IN001PF001AZ,https://android.googleapis.com/packages/ota-api/package/558e1d2af29b537e2c9261caba22de6f3c9008ef.zip,7809.2 MB,8188547029,"<small><font color=""#949494"">It is recommended to perform OTA upgrade when the battery is over 50%.</font></small><br>
<br>
Update Version:<br>
<small><font color=""#949494"">X6962-15.1.3.124SP03(IN001PF001AZ)</font></small><br>
<br>
Android Version:<br>
<small><font color=""#949494"">1. Upgraded from Android 14 to Android 15 for enhanced security, more features, and a better user experience.</font></small><br>
<br>
OS Version:<br>
<small><font color=""#949494"">1. Upgraded from XOS14.5.0 to XOS15.1.3",3,35,KEEP,557,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:10:36.422312+00:00
Infinix,Infinix ZERO Flip,X6962,RU,15,Infinix/X6962-RU/Infinix-X6962:15/AP3A.240905.015.A2/135003:user/release-keys,200,True,Tcard_X6962-15.1.3.124SP03-RU001PF001AZ,https://android.googleapis.com/packages/ota-api/package/548227c16f2f81ebf39b7dffda1ec3baa78558d8.zip,7560.6 MB,7927847420,"<small><font color=""#949494"">Рекомендуется выполнять обновление OTA, когда заряд аккумулятора превышает 50%.</font></small><br>
<br>
Версия обновления:<br>
<small><font color=""#949494"">X6962-15.1.3.124SP03(RU001PF001AZ)</font></small><br>
<br>
Версия для Android:<br>
<small><font color=""#949494"">1. Обновление с Android 14 до Android 15 для повышения безопасности, расширения функций и улучшения пользовательского опыта.</font></small><br>
<br>
Версия ОС:<br>
<small><font color=""#949494"">1. Обновле",3,35,KEEP,559,"update_clearcut_log_enabled_event_types,update_clearcut_log_enabled_ui_event_codes,update_download_min_cache_space,update_download_min_data_space,update_download_pause_resume_by_service_allowed,update_download_prefer_data,update_download_rate_limits,update_download_redownload_retry_limit,update_installation_auto_reboot_device_encryption_types,update_installation_device_charger_only_period,update_installation_device_idle_maintenance_battery_threshold_period,update_installation_device_idle_only_period,update_installation_install_tonight_window,update_mobile_network_delay,update_notify_scheduled_delay,update_notify_security_level_delay,update_notify_wifi_disconnected_delay,update_ota_property_files,update_pause_resume_by_service_allowed,update_status_log_max_delay_sec,update_status_log_min_delay_sec,update_streaming_property_files,update_ui_notify_approval_strategy,update_ui_notify_device_not_idle_strategy,update_ui_notify_insufficient_space_strategy,update_ui_notify_low_battery_strategy,update_ui_notify_scheduled_strategy,update_ui_notify_wifi_disconnected_strategy,update_zero_rate_apn_capability",,2026-09-23T07:10:40.020810+00:00
